objectid,description,date,author,title,language,location,keywords 1,keywords 2,keywords 3,keywords 4,keywords 5,keywords 6,keywords 7,keywords 8,keywords 9,keywords 10,keywords 11,keywords 12,keywords 13,keywords 14,keywords 15,keywords 16,keywords 17,keywords 18,keywords 19,keywords 20,keywords 21,keywords 22,keywords 23,keywords 24,keywords 25,keywords 26,keywords 27,keywords 28,keywords 29,keywords 30,keywords 31,keywords 32,keywords 33,keywords 34,keywords 35,keywords 36,keywords 37,keywords 38,keywords 39,keywords 40,keywords 41,keywords 42,keywords 43,keywords 44,keywords 45,keywords 46,keywords 47,keywords 48,keywords 49,keywords 50,keywords 51,keywords 52,keywords 53,keywords 54,keywords 55,keywords 56,keywords 57,keywords 58,keywords 59,keywords 60,keywords 61,keywords 62,keywords 63,keywords 64,keywords 65,keywords 66,keywords 67,keywords 68,keywords 69,keywords 70,keywords 71,keywords 72,keywords 73,keywords 74,keywords 75,keywords 76,keywords 77,keywords 78,keywords 79,keywords 80,keywords 81,keywords 82,keywords 83,keywords 84,keywords 85,keywords 86,keywords 87,keywords 88,keywords 89,keywords 90,keywords 91,keywords 92,keywords 93,keywords 94,keywords 95,keywords 96,keywords 97,keywords 98,keywords 99,keywords 100,keywords 101,keywords 102,keywords 103,keywords 104,keywords 105,keywords 106,keywords 107,keywords 108,keywords 109,keywords 110,keywords 111,keywords 112,keywords 113,keywords 114,keywords 115,keywords 116,keywords 117,keywords 118,keywords 119,keywords 120,keywords 121,keywords 122,keywords 123,keywords 124,keywords 125,keywords 126,abstract_note,publication_title,isbn,issn,doi,url,pages,issue,volume,number_of_volumes,publisher,Rights,Type,Archive,Archive Location,Extra,File Attachments,Link Attachments,format,Column,Column2,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
db0786,Journal Article,2019,"Salazar, G.; Mills, M.; Veríssimo, D.",Qualitative impact evaluation of a social marketing campaign for conservation,en,UK; Australia; USA,bonaire,general elimination methodology,parrot conservation,rare pride,theory-driven evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Social marketing campaigns use marketing techniques to influence human behavior for the greater social good. In the conservation sector, social marketing campaigns have been used to influence behavior for the benefit of biodiversity as well as society. However, there are few evaluations of their effectiveness. We devised an approach for evaluating the influences of social marketing campaigns on human behavior and conservation outcomes. We used general elimination methodology, a theory-driven qualitative evaluation method, to assess the long-term impacts of a 1998 Rare Pride campaign on the island of Bonaire that was designed to increase the population of the Lora (Amazona barbadensis), a threatened parrot. We interviewed stakeholder groups to determine their perceptions of the drivers of the changes in the Lora population over time. We used these data to develop an overall theory of change to explain changes in the Lora population by looking at the overlap in hypotheses within and between stakeholder groups. We then triangulated that theory of change with evidence from government reports, peer-reviewed literature, and newspapers. The increase in the Lora population was largely attributed to a decrease in illegal poaching of Loras and an associated decrease in local demand for pet Loras. Decreases in poaching and demand were likely driven by a combination of law enforcement, social marketing (including the Rare campaign), and environmental education in schools. General elimination methodology helped show how multiple interventions influenced a conservation outcome over time. There is a need for evidence-based evaluations of social marketing interventions to ensure that limited resources are spent wisely. © 2018 Society for Conservation Biology",Conservation Biology,,,10.1111/cobi.13218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057751397&doi=10.1111%2fcobi.13218&partnerID=40&md5=562d9e946cecb9e832dda3f73bea00a9,634-644,3,33,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0787,Journal Article,2019,"Wolfe, M.D.","The climate of conflict: Politico-environmental Press Coverage and the Eruption of the Mexican Revolution, 1907-1911",en,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This article combines the insights of historical climatology and analysis of press coverage to reexamine the agrarian origins of the Mexican Revolution from 1907 to 1911. Using a collection of hundreds of articles from dozens of newspapers, contemporary meteorological and agricultural bulletins, government correspondence, secondary works, and recent historical climatological data, I argue that environmental dynamics and political processes were intertwined in the four years preceding the revolution. Specifically, I contend that politico-environmental press coverage of drought and frost based on incomplete or misleading regional climatic information strongly influenced the government's relief measures and thereby exacerbated the acute economic and political crises that led to the ouster of the dictator Porfirio Díaz. By analyzing these understudied climate-society dynamics surrounding the Mexican Revolution, the article's aim is to expand understanding of the significance of these dynamics as well as to incorporate the Mexican case into the global historiography on climate and rebellion. © 2019 by Duke University Press",HAHR - Hispanic American Historical Review,,,10.1215/00182168-7573518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071053444&doi=10.1215%2f00182168-7573518&partnerID=40&md5=9f62d1f0e2c6dee3ed67d6c953dc9f17,467-499,3,99,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0788,Book section,2020,"Jiménez, C.","Radio Indígena and Indigenous Mexican Farmworkers in Oxnard, California",en,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This chapter documents the emergent digital strategies of Indigenous Mexican farmworkers from Oaxaca, Guerrero, and Puebla (Mixtec and Zapotec) alongside the Mixteco/Indígena Community Organizing Project (MICOP) who worked to combine community radio with social media in Oxnard, California. It expands the scope of current Latina/o radio scholarship by examining the social media use of a community radio station complicating the self-promotional function attributed to radio’s use of social media. Analysis of Radio Indígena’s Facebook page shows a digital communication strategy where the mission of MICOP, the local community, online followers, and frequency modulation (FM) radio become increasingly visible and interwoven. In the process of communicating, the farmworker community gains experience with the politics, structure, and practice of digital communication that helps to address urgent community issues. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG 2020.","Digital Activism, Community Media, and Sustainable Communication in Latin America",,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117219015&doi=10.1007%2f978-3-030-45394-7_2&partnerID=40&md5=fc6cad557177c57e61b8f692c2d78d98,27-52,,,,,,,Scopus,,DOI: 10.1007/978-3-030-45394-7_2,,,record,,,,,,,,,,,,,,,,,,,,,,
db0789,Journal Article,2021,"De Simone, L.; Pezoa, M.",Urban shopping malls and sustainability approaches in chilean cities: Relations between environmental impacts of buildings and greenwashing branding discourses,en,Chile,greenwashing,retail urban systems,shopping malls,sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This article seeks to discuss the recent discrepancies between the environmental effects of large retail buildings located in urban centers and the media and corporate discourses that these retailers have on the environment and sustainability to the public and to local authorities. By using mixed methods of quantitative and qualitative data analysis of two of the biggest shopping centers in Santiago de Chile, this exploratory research seeks to inaugurate an interdisciplinary academic discussion on the relevance of comparing the media discourses about sustainability issued by urban developers and the physical effects that massive private buildings create in their surroundings. By using the retail resilience theoretical framework, this research seeks to understand the disruption in retail systems, both from socio‐economic and environmental indicators. Comparing the environmentally sensitive discourses promoted by Chilean retailers in advertising campaigns and corporate speeches with the environmental effects that large retail buildings brought to the surrounding areas in terms of urban deforestation and increasing superficial temperature, this paper probes that greenwashing campaign are not only used to impact corporate legitimacy with consumers and in-vestors but also to deliberately diminish the environmental responsibilities of private developers in vulnerable urban areas. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Sustainability (Switzerland),,,10.3390/su13137228,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109532697&doi=10.3390%2fsu13137228&partnerID=40&md5=39cc0ffbbd1018d0cef31bd4f3eea7de,,13,13,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0790,Journal Article,2020,"Soper, R.",From protecting peasant livelihoods to essentializing peasant agriculture: problematic trends in food sovereignty discourse,en,USA,agroecology,ecuador,food sovereignty,indigenous communities,peasant livelihoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In response to neoliberal food and agriculture policy, peasant movements fought for increased state support of the small-farm sector. Vía Campesina now proposes agroecology and localized trade as environmental solutions to the current climate crisis by advocating for the ‘peasant way.’ This discourse is problematic because peasant farmers are not inherently supportive of local, sustainable food. Drawing on ethnographic field research with indigenous peasant communities in the rural highlands of Ecuador, this article illustrates how existing peasants practice chemical-intensive, monocrop, and export-oriented production. In using peasant as an ideal type rather than an historical ethno-class, post-development scholars essentialize peasant agriculture. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.",Journal of Peasant Studies,,,10.1080/03066150.2018.1543274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060607635&doi=10.1080%2f03066150.2018.1543274&partnerID=40&md5=36cafc056108bc0e6badc375a86a1867,265-285,2,47,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0791,Journal Article,2020,"López, M.S.; Santi, M.F.; Müller, G.V.; Gómez, A.A.; Staffolani, C.; Pomares, L.A.",Climate change communication by the local digital press in northeastern Argentina: An ethical analysis,en,Argentina; Spain,climate change,digital press,ethical perspective,social representations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"News articles about Climate Change (CC) represent the level of knowledge of the phenomenon by journalists and the public, as well as the value assigned to problems of ethical and transgenerational nature in a given society. Digital articles related to CC released by media from northeast Argentina were reviewed to study how the local digital press addresses the CC in this region as well as the social representation of the news. An analysis of the content of news articles released in the period January 2016–March 2018 was carried out to identify components that explain their social representation. This study shows that local digital media publish articles about regionally important topics. However, news about CC appear mainly when hydroclimatic events occur. Many of the digital media that release CC information are connected to important social sectors in the region, such as agriculture and economics. A difference between national and local media is that the first ones focus on international events while the latter show the regional reality. Our results also show that no exchange or reciprocity mechanism exists among CC stakeholders, such as journalists, academics and decision-makers. Consequently, building new ways to communicate CC remains a challenge. The media together with scientists, and policy-makers, have a fundamental role in showing the ethical value and importance of caring for Nature and our environment, so to leave the best possible world for future generations. © 2019 Elsevier B.V.",Science of the Total Environment,,,10.1016/j.scitotenv.2019.135737,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076758966&doi=10.1016%2fj.scitotenv.2019.135737&partnerID=40&md5=c892472386535934e5f31e116a4a8b04,,,707,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0792,Journal Article,2019,"Dayrell, C.",Discourses around climate change in Brazilian newspapers: 2003–2013,en,UK,brazil,climate change,corpus discourse analysis,global warming,media discourse,media representations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Given the crucial role of the mass media in influencing public discourse, this study examines the discourses around climate change within the Brazilian press, covering the time period of 2003–2013. Survey evidence has shown that Brazilians’ degree of concern about climate change is higher than almost anywhere else, with nine out of 10 Brazilians considering climate change a serious problem. The primary purpose of this study is to investigate how the press engendered Brazilians’ striking level of climate change concern, with special attention to how the discourse developed over time. To this end, I undertake a corpus-assisted discourse analysis to examine the most dominant linguistic patterns in the discourse, presenting evidence on an unprecedented scale and with considerable depth. The corpus consists of 19,686 newspaper texts (11.4 million words) published by 12 Brazilian broadsheet papers. The results are interpreted in the light of available opinion polls on the public’s perception of climate change as well as Brazil’s national context and environmental governance. © The Author(s) 2019.",Discourse and Communication,,,10.1177/1750481318817620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061199166&doi=10.1177%2f1750481318817620&partnerID=40&md5=f44876b5c56d20775fc9e78c72349abd,149-171,2,13,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0793,Book section,2020,"Koop, F.",Environmental journalism in Latin America,en,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The author of this chapter is an Argentine environmental journalist who co-founded Claves21, a network of Latin American environmental reporters. He explains that, “Environmental journalism has gone through substantial changes in Latin America in the last few decades, moving from being almost invisible in the region’s media outlets to having a more significant role.” Environmental stories in Latin America often involve conflicts regarding the use or overuse of the region’s abundant natural resources. These conflicts have been called the “resource curse.” Because of this, “Latin America is considered one of the most dangerous places in the world for environmentalists and human rights defenders.” The writer reports that “the number of journalists reporting on the environment is still very low.. .. There are only a handful of specialized environmental journalists in each of the countries in the region.. .. Most of these environmental specialists work for digital and printed publications, limiting environmental journalism outside these formats.”. © 2020 selection and editorial matter, David B. Sachsman and JoAnn Myer Valenti; individual chapters, the contributors.",Routledge Handbook of Environmental Journalism,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108771212&doi=10.4324%2f9781351068406-42&partnerID=40&md5=bdf263d91a0f530d165241ae1004b37e,383-391,,,,,,,Scopus,,DOI: 10.4324/9781351068406-42,,,record,,,,,,,,,,,,,,,,,,,,,,
db0794,Journal Article,2020,"Mammadova, A.; Behagel, J.; Masiero, M.",Making deforestation risk visible. Discourses on bovine leather supply chain in Brazil,en,Italy; Netherlands,fairness,forest-risk commodity,legitimacy,livelihoods,transparency,zero deforestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Large-scale agricultural production and trade of commodities is linked to deforestation risk in the tropics. This article explores political discourses of deforestation risk in the bovine leather supply chain in Brazil. It discusses how specific interpretations and practices of transparency in the leather supply chain affect legitimacy, fairness and sustainability outcomes. The article applies a political discourse analysis to data collected in multiple localities in Brazil between May and July 2018. The data entails thirty-nine semi-structured, recorded, and transcribed interviews, in the form of both face-to-face and video call interviews. We find that the concept of sustainable supply chains is as much a political term, as it is an economic and managerial term. The results show that different discourses articulate deforestation risk of bovine leather differently and highlights how the storylines of each discourse bring attention both to what is made visible and invisible in relation to sustainability, legitimacy, and fairness. Moreover, the results emphasise the importance of the role and voice of frontier settlers, by presenting how their storylines inform a political discourse on livelihoods. We argue that a simplistic understanding of transparency may lead to negative implications for livelihoods and sustainability outcomes. Accordingly, there is a need for increased public scrutiny of supply chains, including the leather one, and for special attention to unequal power relations and the importance of meaningful inclusion of vulnerable groups and populations. © 2020 Elsevier Ltd",Geoforum,,,10.1016/j.geoforum.2020.03.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082822600&doi=10.1016%2fj.geoforum.2020.03.008&partnerID=40&md5=095f1816d070f770b3f34f397272ed57,85-95,,112,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0795,Journal Article,2022,"Silva, H.M.",Information and misinformation about climate change: Lessons from Brazil,en,Brasil,brazil,effects,global warming,rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There is a growing movement in online social networks and within some governments to deny the long-established scientific consensus regarding climate change. Scientific research has shown that a series of climatic events in Latin America, and especially in Brazil, are being exacerbated by global warming. These events have had a profound impact on populations. Disruptions to Brazilian rainfall patterns with their devastating environmental and economic effects on agriculture have been directly linked with Amazonian deforestation. Furthermore, the Bolsonaro government, with its erratic environmental policies and ardent followers, has promoted misinformation about climate change and conservation of the Amazon. It is necessary to simultaneously inform society about scientific misunderstandings regarding the environment and the way these misunderstandings are amplified via the internet and social networks. © 2022",Ethics in Science and Environmental Politics,,,10.3354/esep00201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134690418&doi=10.3354%2fesep00201&partnerID=40&md5=380ce9c984eda6edd596fad109e9166f,51-56,,22,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0796,Journal Article,2023,"Loose, Eloisa Beling; Belmonte, R.V.",ACTIVISMIN ENVIRONMENTAL JOURNALISM: how four key moments have helped shape an engagement practice in Brazil,en; pt,Brasil,activism,advocacy journalism,engagement,environmental journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This article is based on bibliographical research and discusses the presence of activism in environmental journalism since its beginnings (the last quarter of the 20th century). This study discusses the development of activism in Brazil based on studies in the field from the Environmental Journalism Research Group at the Federal University of Rio Grande do Sul, and environmental news produced by the Environmental Journalism Observatory. The opposition to environmental injustices makes this journalistic perspective an engaged practice that is often overlooked by the field as it breaks from the supposed objectivity or neutrality. Among the results, we highlight a greater openness to the defense of nature, either because of the intensification of the climate crisis or because of the changes that occur in the journalistic field, such as the appreciation of subjectiveness. © 2023 Associacao Brasileira de Pesquisadores de Jornalismo. All rights reserved.",Brazilian Journalism Research,,,10.25200/BJR.v19n3.2023.1594,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181474785&doi=10.25200%2fBJR.v19n3.2023.1594&partnerID=40&md5=f50faf99f23bf858bb92935adf5254a2,,3,19,,,,,Scopus,,,/Users/juliabelden/Zotero/storage/XQ2ZN9JA/Beling Loose and Villar Belmonte - 2023 - ATIVISMO NO JORNALISMO AMBIENTAL como quatro momentos-chave ajudaram a configurar uma prática engaj.pdf,,record,,,,,,,,,,,,,,,,,,,,,,
db0797,Journal Article,2022,"Ortega-álvarez, R.; Casas, A.",Public participation in biodiversity research across Latin America: Dissecting an emerging topic in the Neotropics,en,Mexico,citizen science,collaborative research,community-based research,crowdsourcing,participatory monitoring,participatory science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Public inclusion in scientific endeavors has spread worldwide. Although participatory research has not been oblivious in Latin America, studies are better known from specific countries and the social sciences. We used an academic search engine for compiling the digital literature regarding public participation in biodiversity research (PPBR) performed in Latin America to understand its development, enable its comparison with similar research performed elsewhere, and contribute to the regional progress of the discipline. We obtained information for about 245 projects from the examined literature, observing that the growth of PPBR in Latin America has been substantial during the last two decades. Most studies were developed following a contributory approach, including the general public in a passive way. Encouraging the active involvement of participants in several research stages should deserve more attention for using the results in application issues, promoting environmental education, fostering long-term projects, facilitating decision making, and improving local socioecological conditions. In general, PPBR in Latin America is emulating a citizen science approach imported from developed countries. Future investigations could advocate to develop co-created and contractual projects for a more contextualized, equitable, and comprehensive research agenda. Impacts of PPBR in Latin America have been mostly academic; thus, further attempts must seek for inducing positive outcomes on the environment, productive activities, education, politics, and governance. Special attention should be paid to co-creating projects with rural, especially indigenous communities, including diverse knowledge systems, research approaches, and fostering transdisciplinary investigations, to increase our understanding of a bioculturally diverse Latin America through PPBR. © 2022 Elsevier Ltd",Environmental Science and Policy,,,10.1016/j.envsci.2022.08.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137263617&doi=10.1016%2fj.envsci.2022.08.016&partnerID=40&md5=05b3b5171119eedfdfc6e7a29ffcb503,143-151,,137,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0798,Journal Article,2023,"Bidone, F.",Investigating Forest Governance Through Environmental Discourses: An Amazonian Case Study,en,Spain,discourses,environmental governance,redd+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This study investigates the interplay between different environmental governance discourses to assess to what extent each discourse finds ground for implementation. This study sheds light on the constituencies for broader transformational changes in global forest governance and, more emphatically, explores how different discourses built around forest and environmental governance employ different mechanisms (discursively and through policy instruments) within the operation of the Reducing Emissions from Deforestation and Forest Degradation (REDD+) debate. The focus of the analysis is the case of the jurisdictional REDD+ program in the state of Acre, in Brazil's Western Amazon. The underlying assumption in this research rests in the belief that REDD+ operation is linked to coupled social-political and economic contexts, which tend to follow social contingencies, and historical dependencies. Through documental analysis and the assessment of local stakeholders´ narratives, the research highlights the overall dominance of discourses built on to concepts of efficiency in contrast to a minor presence of discourses of social justice. In more broader terms, this study suggests that path dependencies place barriers which condition the extent to which transformations are rendered possible (or desirable) through program design and implementation. © 2021 Taylor & Francis.",Journal of Sustainable Forestry,,,10.1080/10549811.2021.1933537,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107533771&doi=10.1080%2f10549811.2021.1933537&partnerID=40&md5=2817eb34745b8f82e3dd0518fd418ed6,1-21,1,42,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0799,Journal Article,2022,"Soares, B.E.; De Souza, N.R.; Seabra, L.B.; Lima, R.G.S.F.; Nunes, P.H.M.; Perdigão, F.I.; Benone, N.L.",ENGAGING BIODIVERSITY SCIENTISTS THROUGH SOCIAL MEDIA,en,Canada; Brasil,career,collaboration,outreach,science communication,social media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brazil is facing setbacks in the public trust in scientists due to the political interests of some groups, poor scientific education, and distance between science institutions and society. Given the lack of training for undergraduate and graduate students to communicate science, we share our experience organizing a virtual space on Twitter where biodiversity scientists can engage in science communication, engaging with almost 8,000 followers. We argue that collaborative actions would help scientists engage in science communication activities. © 2022, Universidade Federal do Rio de Janeiro. All rights reserved.",Oecologia Australis,,,10.4257/oeco.2022.2604.01,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144200746&doi=10.4257%2foeco.2022.2604.01&partnerID=40&md5=32ab81058fe2ea53578177599fe96dcf,526-530,4,26,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0800,Book section,2023,"León, C.","Indigenous Audiovisual Practices, Post-National Discourses and Poetics of the Small",en,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This chapter critically reviews the literature on Indigenous video and the fundamental concepts that have been developed to grasp its complexity and put it in dialogue with subaltern and post-national visual cultures. It outlines the trajectory of communicative and cultural debates on Indigenous audiovisual practices as a background to study the work and thought of Alberto Muenala and Amaru Cholango, two Indigenous artists and pioneers in the use of video in Ecuador. Based on the conceptions of these two filmmakers, Indigenous audiovisual practices are defined as decolonial, post-national and intercultural forms of video creation within the context of minority poetics and small audiovisual expressions. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2023.","Small Cinemas of the Andes: New Aesthetics, Practices and Platforms",,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195587200&doi=10.1007%2f978-3-031-32018-7_5&partnerID=40&md5=1d920efecc0659070484d48d197ec2d9,91-113,,,,,,,Scopus,,DOI: 10.1007/978-3-031-32018-7_5,,,record,,,,,,,,,,,,,,,,,,,,,,
db0801,Journal Article,2023,"Neto, P.B.; Mallett, A.",Public participation in environmental impact assessment processes through various channels – Can you listen to us now? Lessons from a Brazilian mining case,en,Brasil; Canada,brazil,eia,environmental licensing,mining,public participation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Public participation in Environmental Impact Assessment processes is generally considered to be one of the main safeguards of ensuring access to information and democratization of decision-making processes regarding environmental issues. However, implementation is spotty. Studies highlight problems found within formal processes and so actors also turn to informal channels and other formal channels outside of the EIA process to achieve goals. While most research points to the role of collusion between industry and government (often to the detriment of the environment), civil society actors similarly use other channels (informal and formal outside of the EIA) to influence formal processes in the EIA to help realize improved environmental outcomes. Less is known however about how these channels interact – can they play a complementary role? Using a case study of a proposed mining project in southern Brazil (the Retiro Project), we examine the implementation of public participation processes. Echoing previous research around EIA processes in Latin America, we found that there is a discrepancy between law and practice regarding participation within formal processes within the EIA such as public hearings, leading actors to pursue other channels concurrently (informal and formal outside of the EIA) to influence these decision-making processes. Power asymmetries in the case – like many proposed development projects worldwide including in Brazil and Latin America – suggest that formal channels such as the public hearings within the EIA are not enough to ensure adequate public participation in decision-making. Rather, pursuing various channels of inputting into policy processes, while more complex, can be more effective. © 2022 Elsevier Ltd",Extractive Industries and Society,,,10.1016/j.exis.2022.101186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143287106&doi=10.1016%2fj.exis.2022.101186&partnerID=40&md5=38b65e2b42e070d4b7f5c6cf1cf2db09,,,13,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
db0802,Journal Article,2021,"Skill, K.; Passero, S.; Francisco, M.",Assembling Amazon Fires through English Hashtags. Materializing Environmental Activism within Twitter Networks,en,Sweden,activism,amazon rainforest,climate change,environmentalism,framing,latin america,social media,twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This paper is about the networks around the fires in the Brazilian Amazon forest during 2019 in tweets with the English hashtags #PrayForAmazonas, #ActForTheAmazon and #AmazonFire. We have studied 2517 tweets. Both the languages and the content of the tweets were taken into consideration to see who is assembled and what discursive elements are used in the framing. Our results indicate that the fires are framed as a global concern, beyond the Brazilian borders, especially as ‘the lungs of the world’. The framing of responsibility for the fires is focused on president Bolsonaro, who is assembled in many tweets, while animals and indigenous people are framed as victims. We conclude that the tweets in English tend to produce more relationships in terms of likes and retweets, in comparison to tweets in Portuguese and Spanish. In addition, the role of politicians and celebrities seems critical in getting traction around a hashtag and making it trending. © 2021, The Author(s).",Computer Supported Cooperative Work: CSCW: An International Journal,,,10.1007/s10606-021-09403-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107797155&doi=10.1007%2fs10606-021-09403-6&partnerID=40&md5=de37adae60fd507f2b5492cd0ce67af3,715-732,5-6,30,,,,,Scopus,,,,,record,,,,,,,,,,,,,,,,,,,,,,
